commodity,moisture_content,fat_oil_content,ph,respiration_rate,required_shelf_life,storage_temperature,storage_humidity,storage_condition,transport_condition,recommended_packaging_material,_split_group
lentils,8.26,1.06,6.4,0.0,180,25.0,40.0,ambient,local,woven_pp_pe_liner_sack,lentils:30
lentils,8.26,1.06,6.4,0.0,180,25.0,40.0,ambient,long,woven_pp_pe_liner_sack,lentils:31
lentils,8.26,1.06,6.4,0.0,180,25.0,40.0,ambient,rough,woven_pp_pe_liner_sack,lentils:32
lentils,8.26,1.06,6.4,0.0,365,25.0,40.0,ambient,local,woven_pp_pe_liner_sack,lentils:33
lentils,8.26,1.06,6.4,0.0,365,25.0,40.0,ambient,long,woven_pp_pe_liner_sack,lentils:34
lentils,8.26,1.06,6.4,0.0,365,25.0,40.0,ambient,rough,woven_pp_pe_liner_sack,lentils:35
lentils,8.26,1.06,6.4,0.0,90,25.0,60.0,ambient,local,bopp_cpp_pouch,lentils:36
lentils,8.26,1.06,6.4,0.0,90,25.0,60.0,ambient,long,bopp_cpp_pouch,lentils:37
lentils,8.26,1.06,6.4,0.0,90,25.0,60.0,ambient,rough,woven_pp_pe_liner_sack,lentils:38
lentils,8.26,1.06,6.4,0.0,180,25.0,60.0,ambient,local,woven_pp_pe_liner_sack,lentils:39
lentils,8.26,1.06,6.4,0.0,180,25.0,60.0,ambient,long,woven_pp_pe_liner_sack,lentils:40
lentils,8.26,1.06,6.4,0.0,180,25.0,60.0,ambient,rough,woven_pp_pe_liner_sack,lentils:41
lentils,8.26,1.06,6.4,0.0,365,25.0,60.0,ambient,local,woven_pp_pe_liner_sack,lentils:42
lentils,8.26,1.06,6.4,0.0,365,25.0,60.0,ambient,long,woven_pp_pe_liner_sack,lentils:43
lentils,8.26,1.06,6.4,0.0,365,25.0,60.0,ambient,rough,woven_pp_pe_liner_sack,lentils:44
lentils,8.26,1.06,6.4,0.0,90,25.0,80.0,ambient,local,woven_pp_pe_liner_sack,lentils:45
lentils,8.26,1.06,6.4,0.0,90,25.0,80.0,ambient,long,woven_pp_pe_liner_sack,lentils:46
lentils,8.26,1.06,6.4,0.0,90,25.0,80.0,ambient,rough,woven_pp_pe_liner_sack,lentils:47
lentils,8.26,1.06,6.4,0.0,180,25.0,80.0,ambient,local,woven_pp_pe_liner_sack,lentils:48
lentils,8.26,1.06,6.4,0.0,180,25.0,80.0,ambient,long,woven_pp_pe_liner_sack,lentils:49
lentils,8.26,1.06,6.4,0.0,180,25.0,80.0,ambient,rough,woven_pp_pe_liner_sack,lentils:50
lentils,8.26,1.06,6.4,0.0,365,25.0,80.0,ambient,local,woven_pp_pe_liner_sack,lentils:51
lentils,8.26,1.06,6.4,0.0,365,25.0,80.0,ambient,long,woven_pp_pe_liner_sack,lentils:52
lentils,8.26,1.06,6.4,0.0,365,25.0,80.0,ambient,rough,woven_pp_pe_liner_sack,lentils:53
lentils,8.26,1.06,6.4,0.0,90,30.0,40.0,ambient,local,bopp_cpp_pouch,lentils:54
lentils,8.26,1.06,6.4,0.0,90,30.0,40.0,ambient,long,bopp_cpp_pouch,lentils:55
lentils,8.26,1.06,6.4,0.0,90,30.0,40.0,ambient,rough,woven_pp_pe_liner_sack,lentils:56
lentils,8.26,1.06,6.4,0.0,180,30.0,40.0,ambient,local,woven_pp_pe_liner_sack,lentils:57
lentils,8.26,1.06,6.4,0.0,180,30.0,40.0,ambient,long,woven_pp_pe_liner_sack,lentils:58
lentils,8.26,1.06,6.4,0.0,180,30.0,40.0,ambient,rough,woven_pp_pe_liner_sack,lentils:59
lentils,8.26,1.06,6.4,0.0,365,30.0,40.0,ambient,local,woven_pp_pe_liner_sack,lentils:60
lentils,8.26,1.06,6.4,0.0,365,30.0,40.0,ambient,long,woven_pp_pe_liner_sack,lentils:61
lentils,8.26,1.06,6.4,0.0,365,30.0,40.0,ambient,rough,woven_pp_pe_liner_sack,lentils:62
lentils,8.26,1.06,6.4,0.0,90,30.0,60.0,ambient,local,bopp_cpp_pouch,lentils:63
lentils,8.26,1.06,6.4,0.0,90,30.0,60.0,ambient,long,bopp_cpp_pouch,lentils:64
lentils,8.26,1.06,6.4,0.0,90,30.0,60.0,ambient,rough,woven_pp_pe_liner_sack,lentils:65
lentils,8.26,1.06,6.4,0.0,180,30.0,60.0,ambient,local,woven_pp_pe_liner_sack,lentils:66
lentils,8.26,1.06,6.4,0.0,180,30.0,60.0,ambient,long,woven_pp_pe_liner_sack,lentils:67
lentils,8.26,1.06,6.4,0.0,180,30.0,60.0,ambient,rough,woven_pp_pe_liner_sack,lentils:68
lentils,8.26,1.06,6.4,0.0,365,30.0,60.0,ambient,local,woven_pp_pe_liner_sack,lentils:69
lentils,8.26,1.06,6.4,0.0,365,30.0,60.0,ambient,long,woven_pp_pe_liner_sack,lentils:70
lentils,8.26,1.06,6.4,0.0,365,30.0,60.0,ambient,rough,woven_pp_pe_liner_sack,lentils:71
lentils,8.26,1.06,6.4,0.0,90,30.0,80.0,ambient,local,woven_pp_pe_liner_sack,lentils:72
lentils,8.26,1.06,6.4,0.0,90,30.0,80.0,ambient,long,woven_pp_pe_liner_sack,lentils:73
lentils,8.26,1.06,6.4,0.0,90,30.0,80.0,ambient,rough,woven_pp_pe_liner_sack,lentils:74
lentils,8.26,1.06,6.4,0.0,180,30.0,80.0,ambient,local,woven_pp_pe_liner_sack,lentils:75
lentils,8.26,1.06,6.4,0.0,180,30.0,80.0,ambient,long,woven_pp_pe_liner_sack,lentils:76
lentils,8.26,1.06,6.4,0.0,180,30.0,80.0,ambient,rough,woven_pp_pe_liner_sack,lentils:77
lentils,8.26,1.06,6.4,0.0,365,30.0,80.0,ambient,local,woven_pp_pe_liner_sack,lentils:78
lentils,8.26,1.06,6.4,0.0,365,30.0,80.0,ambient,long,woven_pp_pe_liner_sack,lentils:79
lentils,8.26,1.06,6.4,0.0,365,30.0,80.0,ambient,rough,woven_pp_pe_liner_sack,lentils:80
